Chemical_ID,End_Point,Model,BMD10,BMDL,BMD50,AUC,Min_Dose,Max_Dose,AUC_Norm,DataQC_Flag,BMD_Analysis_Flag,BMD_Flag,BMD50_Flag
3325,AXIS,logistic,63354.381,9327.071,109105.305,171.73305380852548,0.0,7500.0,0.022897740507803396,4,2,1,1
3328,AXIS,log_probit,7426.057,NULL,8374.583,200.75757575757575,0.0,7500.0,0.026767676767676767,4,0,0,1
3328,ALL_BUT_MORT,logistic,6313.819,5398.885,9338.592,352.8425141242938,0.0,7500.0,0.04704566854990584,4,0,0,1
3328,BRN_,logistic,7862.083,NULL,8187.321,22.727272727272727,0.0,7500.0,0.0030303030303030303,4,0,1,1
3328,CRAN,logistic,7862.083,NULL,8187.321,22.727272727272727,0.0,7500.0,0.0030303030303030303,4,0,1,1
3328,DP24,logistic,12227.459,8090.448,17086.289,99.31144067796609,0.0,7500.0,0.013241525423728811,4,0,1,1
3328,EDEM,logistic,7862.083,NULL,8187.321,22.727272727272727,0.0,7500.0,0.0030303030303030303,4,0,1,1
3328,LTRK,logistic,7717.145,NULL,8040.763,45.45454545454545,0.0,7500.0,0.006060606060606061,4,0,1,1
3328,NC24,logistic,7732.437,NULL,8056.978,42.3728813559322,0.0,7500.0,0.005649717514124294,4,0,1,1
3328,TCHR,logistic,7717.145,NULL,8040.763,45.45454545454545,0.0,7500.0,0.006060606060606061,4,0,1,1
3329,ANY24,logistic,13143.119,7353.436,23999.714,265.625,0.0,7500.0,0.035416666666666666,4,0,1,1
3329,BRN_,logistic,7737.321,NULL,8063.758,41.666666666666664,0.0,7500.0,0.005555555555555555,4,0,1,1
3329,CRAN,logistic,7737.321,NULL,8063.758,41.666666666666664,0.0,7500.0,0.005555555555555555,4,0,1,1
3329,DP24,logistic,7887.78,NULL,8216.755,20.491803278688526,0.0,7500.0,0.00273224043715847,4,0,1,1
3329,LTRK,logistic,12282.944,7807.848,19207.799,79.16666666666667,0.0,7500.0,0.010555555555555556,4,0,1,1
3329,MORT,logistic,7887.78,NULL,8216.755,20.491803278688526,0.0,7500.0,0.00273224043715847,4,0,1,1
3329,TCHR,logistic,7737.321,NULL,8063.758,41.666666666666664,0.0,7500.0,0.005555555555555555,4,0,1,1
3329,TOT_MORT,logistic,13143.119,7353.436,23999.714,265.625,0.0,7500.0,0.035416666666666666,4,0,1,1
3330,ANY24,logistic,9909.109,7022.017,16378.666,250.0,0.0,7500.0,0.03333333333333333,4,0,1,1
3330,ANY120,logistic,24946.443,7300.801,54812.09,671.875,0.0,7500.0,0.08958333333333333,4,0,1,1
3330,AXIS,logistic,208987.453,NULL,358282.591,212.36559139784944,0.0,7500.0,0.028315412186379927,4,2,1,1
3330,ALL_BUT_MORT,weibull,inf,NULL,inf,351.2209699453552,0.0,7500.0,0.04682946265938069,4,0,1,1
3330,BRN_,logistic,146742.04,NULL,262411.345,208.6638462894412,0.0,7500.0,0.027821846171925495,4,0,1,1
3330,CRAN,logistic,32737.652,9251.424,54195.592,144.14771725718313,0.0,7500.0,0.019219695634291083,4,0,1,1
3330,DP24,logistic,7887.865,NULL,8216.913,20.491803278688526,0.0,7500.0,0.00273224043715847,4,0,1,1
3330,EDEM,logistic,32737.652,9251.424,54195.592,144.14771725718313,0.0,7500.0,0.019219695634291083,4,0,1,1
3330,LTRK,weibull,inf,NULL,inf,356.51330865503263,0.0,7500.0,0.04753510782067102,4,0,1,1
3330,MO24,logistic,11911.687,7511.655,19938.824,230.46875,0.0,7500.0,0.030729166666666665,4,0,1,1
3330,MUSC,logistic,27784.517,9074.611,39943.436,83.33333333333333,0.0,7500.0,0.01111111111111111,4,0,1,1
3330,TCHR,logistic,32737.652,9251.424,54195.592,144.14771725718313,0.0,7500.0,0.019219695634291083,4,0,1,1
3330,TOT_MORT,logistic,21669.398,8072.195,41608.338,332.03125,0.0,7500.0,0.044270833333333336,4,0,1,1
3331,EDEM,logistic,7886.091,NULL,8213.634,20.491803278688526,0.0,7500.0,0.00273224043715847,4,0,1,1
3332,ALL_BUT_MORT,logistic,12607.17,7895.006,19747.443,77.15053763440861,0.0,7500.0,0.01028673835125448,4,0,1,1
3332,CRAN,logistic,7740.689,NULL,8066.989,40.98360655737705,0.0,7500.0,0.00546448087431694,4,0,1,1
3332,EDEM,logistic,7740.689,NULL,8066.989,40.98360655737705,0.0,7500.0,0.00546448087431694,4,0,1,1
3332,MORT,logistic,23102.022,9013.546,35311.027,82.66129032258064,0.0,7500.0,0.011021505376344085,4,0,1,1
3334,DP24,logistic,7890.749,NULL,8219.38,20.161290322580644,0.0,7500.0,0.0026881720430107525,4,0,1,1
