"Chemical_ID","Model","BMD10","BMD50","Min_Dose","Max_Dose","AUC_Norm","cas_number","DTXSID","PREFERRED_NAME","INCHIKEY","SMILES","MOLECULAR_FORMULA","AVERAGE_MASS","PUBCHEM_DATA_SOURCES","chem_source","chemical_class","chemDescription","zf.cid","End Point Name","Description","endPointLink","DataQC_Flag"
1532,"None","NULL","NULL","NULL","NULL","NULL","21725-46-2",NA,"Chemical name unknown",NA,NA,NA,NA,NA,NA,"Herbicide",NA,"1532","Any effect in 24 hours","Any abnormality or death at 24hrs (aggregation of MO24, DP24, SM24 and NC24)",NA,"Poor"
1532,"None","NULL","NULL","NULL","NULL","NULL","21725-46-2",NA,"Chemical name unknown",NA,NA,NA,NA,NA,NA,"Herbicide",NA,"1532","Any effect","Any abnormality or death within 5 days (combination of all measurements at 24hr and 5 days)",NA,"Poor"
1532,"None","NULL","NULL","NULL","NULL","NULL","21725-46-2",NA,"Chemical name unknown",NA,NA,NA,NA,NA,NA,"Herbicide",NA,"1532","Mortality at 24 hours","Death occurred from shortly after chemical dosing to 24 hpf","http://purl.obolibrary.org/obo/UBERON_0000071","Poor"
1532,"None","NULL","NULL","NULL","NULL","NULL","21725-46-2",NA,"Chemical name unknown",NA,NA,NA,NA,NA,NA,"Herbicide",NA,"1532","Total mortality","Total mortality (aggregation of MO24 + MORT)","http://purl.obolibrary.org/obo/UBERON_0000071","Poor"
1704,"None","NULL","NULL","NULL","NULL","NULL","69-65-8","DTXSID1023235","D-Mannitol","FBPFZTCFMRRESA-KVTDHHQDSA-N","OC[C@@H](O)[C@@H](O)[C@H](O)[C@H](O)CO","C6H14O6","182.172","427",NA,"Unclassified","Mannitol is a naturally occurring alcohol found in fruits and vegetables and used as an osmotic diuretic. Mannitol is freely filtered by the glomerulus and poorly reabsorbed from the renal tubule, thereby causing an increase in osmolarity of the glomerular filtrate. An increase in osmolarity limits tubular reabsorption of water and inhibits the renal tubular reabsorption of sodium, chloride, and other solutes, thereby promoting diuresis. In addition, mannitol elevates blood plasma osmolarity, resulting in enhanced flow of water from tissues into interstitial fluid and plasma.","1704","Any effect","Any abnormality or death within 5 days (combination of all measurements at 24hr and 5 days)",NA,"Poor"
1704,"None","NULL","NULL","0.0","64.0","0.0","69-65-8","DTXSID1023235","D-Mannitol","FBPFZTCFMRRESA-KVTDHHQDSA-N","OC[C@@H](O)[C@@H](O)[C@H](O)[C@H](O)CO","C6H14O6","182.172","427",NA,"Unclassified","Mannitol is a naturally occurring alcohol found in fruits and vegetables and used as an osmotic diuretic. Mannitol is freely filtered by the glomerulus and poorly reabsorbed from the renal tubule, thereby causing an increase in osmolarity of the glomerular filtrate. An increase in osmolarity limits tubular reabsorption of water and inhibits the renal tubular reabsorption of sodium, chloride, and other solutes, thereby promoting diuresis. In addition, mannitol elevates blood plasma osmolarity, resulting in enhanced flow of water from tissues into interstitial fluid and plasma.","1704","Axis","The body axis is visibly curved, either concave or convex at 5 days","http://purl.obolibrary.org/obo/ZP_0005012","Poor"
1704,"None","NULL","NULL","0.0","64.0","0.0","69-65-8","DTXSID1023235","D-Mannitol","FBPFZTCFMRRESA-KVTDHHQDSA-N","OC[C@@H](O)[C@@H](O)[C@H](O)[C@H](O)CO","C6H14O6","182.172","427",NA,"Unclassified","Mannitol is a naturally occurring alcohol found in fruits and vegetables and used as an osmotic diuretic. Mannitol is freely filtered by the glomerulus and poorly reabsorbed from the renal tubule, thereby causing an increase in osmolarity of the glomerular filtrate. An increase in osmolarity limits tubular reabsorption of water and inhibits the renal tubular reabsorption of sodium, chloride, and other solutes, thereby promoting diuresis. In addition, mannitol elevates blood plasma osmolarity, resulting in enhanced flow of water from tissues into interstitial fluid and plasma.","1704","Brain","Brain region abnormal in appearance based on color or size at 5 days","http://purl.obolibrary.org/obo/ZP_0001601 | http://purl.obolibrary.org/obo/ZP_0000100 | http://purl.obolibrary.org/obo/ZP_0008625","Poor"
1704,"None","NULL","NULL","0.0","64.0","0.0","69-65-8","DTXSID1023235","D-Mannitol","FBPFZTCFMRRESA-KVTDHHQDSA-N","OC[C@@H](O)[C@@H](O)[C@H](O)[C@H](O)CO","C6H14O6","182.172","427",NA,"Unclassified","Mannitol is a naturally occurring alcohol found in fruits and vegetables and used as an osmotic diuretic. Mannitol is freely filtered by the glomerulus and poorly reabsorbed from the renal tubule, thereby causing an increase in osmolarity of the glomerular filtrate. An increase in osmolarity limits tubular reabsorption of water and inhibits the renal tubular reabsorption of sodium, chloride, and other solutes, thereby promoting diuresis. In addition, mannitol elevates blood plasma osmolarity, resulting in enhanced flow of water from tissues into interstitial fluid and plasma.","1704","Craniofacial","Periocular edema, abnormally small or missing eye(s), misshapen snout and protruding jaw form a highly correlated suite of malformations simplified to ‘craniofacial defects. at 5 days","http://purl.obolibrary.org/obo/ZP_0000943 | http://purl.obolibrary.org/obo/ZP_0014550 | http://purl.obolibrary.org/obo/ZP_0007203","Poor"
1704,"None","NULL","NULL","0.0","64.0","0.15","69-65-8","DTXSID1023235","D-Mannitol","FBPFZTCFMRRESA-KVTDHHQDSA-N","OC[C@@H](O)[C@@H](O)[C@H](O)[C@H](O)CO","C6H14O6","182.172","427",NA,"Unclassified","Mannitol is a naturally occurring alcohol found in fruits and vegetables and used as an osmotic diuretic. Mannitol is freely filtered by the glomerulus and poorly reabsorbed from the renal tubule, thereby causing an increase in osmolarity of the glomerular filtrate. An increase in osmolarity limits tubular reabsorption of water and inhibits the renal tubular reabsorption of sodium, chloride, and other solutes, thereby promoting diuresis. In addition, mannitol elevates blood plasma osmolarity, resulting in enhanced flow of water from tissues into interstitial fluid and plasma.","1704","Edema","Distended clear region around the heart and/or yolk sac or top of the head with a lumpy appearance of swollen tissueat 5 days","http://purl.obolibrary.org/obo/ZP_0002060 |","Poor"
1704,"None","NULL","NULL","0.0","64.0","0.0","69-65-8","DTXSID1023235","D-Mannitol","FBPFZTCFMRRESA-KVTDHHQDSA-N","OC[C@@H](O)[C@@H](O)[C@H](O)[C@H](O)CO","C6H14O6","182.172","427",NA,"Unclassified","Mannitol is a naturally occurring alcohol found in fruits and vegetables and used as an osmotic diuretic. Mannitol is freely filtered by the glomerulus and poorly reabsorbed from the renal tubule, thereby causing an increase in osmolarity of the glomerular filtrate. An increase in osmolarity limits tubular reabsorption of water and inhibits the renal tubular reabsorption of sodium, chloride, and other solutes, thereby promoting diuresis. In addition, mannitol elevates blood plasma osmolarity, resulting in enhanced flow of water from tissues into interstitial fluid and plasma.","1704","Lower Trunk","Shorter than normal body from the posterior of the yolk sac to the caudal fin, abnormal caudal fin at 5 days","http://purl.obolibrary.org/obo/ZP_0003437 | http://purl.obolibrary.org/obo/ZP_0010405","Poor"
53,"None","NULL","NULL","0.0","50.0","0.07681249999999999","573-98-8",NA,"Chemical name unknown",NA,NA,NA,NA,NA,NA,"PAH_Alkylated",NA,"53","Any effect in 24 hours","Any abnormality or death at 24hrs (aggregation of MO24, DP24, SM24 and NC24)",NA,"Poor"
53,"None","NULL","NULL","0.0","50.0","0.09887499999999999","573-98-8",NA,"Chemical name unknown",NA,NA,NA,NA,NA,NA,"PAH_Alkylated",NA,"53","Any effect","Any abnormality or death within 5 days (combination of all measurements at 24hr and 5 days)",NA,"Poor"
53,"None","NULL","NULL","0.0","50.0","0.013687499999999998","573-98-8",NA,"Chemical name unknown",NA,NA,NA,NA,NA,NA,"PAH_Alkylated",NA,"53","Mortality at 24 hours","Death occurred from shortly after chemical dosing to 24 hpf","http://purl.obolibrary.org/obo/UBERON_0000071","Poor"
53,"None","NULL","NULL","0.0","50.0","0.030625","573-98-8",NA,"Chemical name unknown",NA,NA,NA,NA,NA,NA,"PAH_Alkylated",NA,"53","Total mortality","Total mortality (aggregation of MO24 + MORT)","http://purl.obolibrary.org/obo/UBERON_0000071","Poor"
54,"None","NULL","NULL","0.0","5.0","0.026679825550793297","524-42-5",NA,"Chemical name unknown",NA,NA,NA,NA,NA,NA,"PAH_Oxy",NA,"54","Brain","Brain region abnormal in appearance based on color or size at 5 days","http://purl.obolibrary.org/obo/ZP_0001601 | http://purl.obolibrary.org/obo/ZP_0000100 | http://purl.obolibrary.org/obo/ZP_0008625","Poor"
54,"None","NULL","NULL","0.0","5.0","0.026679825550793297","524-42-5",NA,"Chemical name unknown",NA,NA,NA,NA,NA,NA,"PAH_Oxy",NA,"54","Craniofacial","Periocular edema, abnormally small or missing eye(s), misshapen snout and protruding jaw form a highly correlated suite of malformations simplified to ‘craniofacial defects. at 5 days","http://purl.obolibrary.org/obo/ZP_0000943 | http://purl.obolibrary.org/obo/ZP_0014550 | http://purl.obolibrary.org/obo/ZP_0007203","Poor"
54,"None","NULL","NULL","0.0","5.0","0.026679825550793297","524-42-5",NA,"Chemical name unknown",NA,NA,NA,NA,NA,NA,"PAH_Oxy",NA,"54","Edema","Distended clear region around the heart and/or yolk sac or top of the head with a lumpy appearance of swollen tissueat 5 days","http://purl.obolibrary.org/obo/ZP_0002060 |","Poor"
56,"None","NULL","NULL","0.0","50.0","0.0354755978865406","132-86-5",NA,"Chemical name unknown",NA,NA,NA,NA,NA,NA,"PAH_Hydroxy",NA,"56","Axis","The body axis is visibly curved, either concave or convex at 5 days","http://purl.obolibrary.org/obo/ZP_0005012","Poor"
56,"None","NULL","NULL","0.0","50.0","0.0354755978865406","132-86-5",NA,"Chemical name unknown",NA,NA,NA,NA,NA,NA,"PAH_Hydroxy",NA,"56","Any effect except mortality","Any morphological abnormality not including mortality (ANY120 minus MO24 and MORT)",NA,"Poor"
56,"None","NULL","NULL","0.0","50.0","0.026907258064516125","132-86-5",NA,"Chemical name unknown",NA,NA,NA,NA,NA,NA,"PAH_Hydroxy",NA,"56","Lower Trunk","Shorter than normal body from the posterior of the yolk sac to the caudal fin, abnormal caudal fin at 5 days","http://purl.obolibrary.org/obo/ZP_0003437 | http://purl.obolibrary.org/obo/ZP_0010405","Poor"
60,"None","NULL","NULL","0.0","50.0","0.013717241379310345","571-58-4",NA,"Chemical name unknown",NA,NA,NA,NA,NA,NA,"PAH_Alkylated",NA,"60","Lower Trunk","Shorter than normal body from the posterior of the yolk sac to the caudal fin, abnormal caudal fin at 5 days","http://purl.obolibrary.org/obo/ZP_0003437 | http://purl.obolibrary.org/obo/ZP_0010405","Poor"
60,"None","NULL","NULL","0.0","50.0","0.02625","571-58-4",NA,"Chemical name unknown",NA,NA,NA,NA,NA,NA,"PAH_Alkylated",NA,"60","Mortality at 24 hours","Death occurred from shortly after chemical dosing to 24 hpf","http://purl.obolibrary.org/obo/UBERON_0000071","Poor"
61,"None","NULL","NULL","0.0","5.0","0.03621589205397302","130-15-4",NA,"Chemical name unknown",NA,NA,NA,NA,NA,NA,"PAH_Oxy",NA,"61","Any effect except mortality","Any morphological abnormality not including mortality (ANY120 minus MO24 and MORT)",NA,"Poor"
62,"None","NULL","NULL","0.0","0.5","0.08958928571428572","569-15-3",NA,"Chemical name unknown",NA,NA,NA,NA,NA,NA,"PAH_Oxy",NA,"62","Any effect except mortality","Any morphological abnormality not including mortality (ANY120 minus MO24 and MORT)",NA,"Poor"
62,"None","NULL","NULL","0.0","0.5","0.011538461538461539","569-15-3",NA,"Chemical name unknown",NA,NA,NA,NA,NA,NA,"PAH_Oxy",NA,"62","Brain","Brain region abnormal in appearance based on color or size at 5 days","http://purl.obolibrary.org/obo/ZP_0001601 | http://purl.obolibrary.org/obo/ZP_0000100 | http://purl.obolibrary.org/obo/ZP_0008625","Poor"
62,"None","NULL","NULL","0.0","0.5","0.027667493796526055","569-15-3",NA,"Chemical name unknown",NA,NA,NA,NA,NA,NA,"PAH_Oxy",NA,"62","Craniofacial","Periocular edema, abnormally small or missing eye(s), misshapen snout and protruding jaw form a highly correlated suite of malformations simplified to ‘craniofacial defects. at 5 days","http://purl.obolibrary.org/obo/ZP_0000943 | http://purl.obolibrary.org/obo/ZP_0014550 | http://purl.obolibrary.org/obo/ZP_0007203","Poor"
62,"None","NULL","NULL","0.0","0.5","0.011538461538461539","569-15-3",NA,"Chemical name unknown",NA,NA,NA,NA,NA,NA,"PAH_Oxy",NA,"62","Edema","Distended clear region around the heart and/or yolk sac or top of the head with a lumpy appearance of swollen tissueat 5 days","http://purl.obolibrary.org/obo/ZP_0002060 |","Poor"
63,"None","NULL","NULL","0.0","50.0","0.0932","83-56-7",NA,"Chemical name unknown",NA,NA,NA,NA,NA,NA,"PAH_Hydroxy",NA,"63","Brain","Brain region abnormal in appearance based on color or size at 5 days","http://purl.obolibrary.org/obo/ZP_0001601 | http://purl.obolibrary.org/obo/ZP_0000100 | http://purl.obolibrary.org/obo/ZP_0008625","Poor"
63,"None","NULL","NULL","0.0","50.0","0.07519999999999999","83-56-7",NA,"Chemical name unknown",NA,NA,NA,NA,NA,NA,"PAH_Hydroxy",NA,"63","Craniofacial","Periocular edema, abnormally small or missing eye(s), misshapen snout and protruding jaw form a highly correlated suite of malformations simplified to ‘craniofacial defects. at 5 days","http://purl.obolibrary.org/obo/ZP_0000943 | http://purl.obolibrary.org/obo/ZP_0014550 | http://purl.obolibrary.org/obo/ZP_0007203","Poor"
63,"None","NULL","NULL","0.0","50.0","0.0392","83-56-7",NA,"Chemical name unknown",NA,NA,NA,NA,NA,NA,"PAH_Hydroxy",NA,"63","Lower Trunk","Shorter than normal body from the posterior of the yolk sac to the caudal fin, abnormal caudal fin at 5 days","http://purl.obolibrary.org/obo/ZP_0003437 | http://purl.obolibrary.org/obo/ZP_0010405","Poor"
64,"None","NULL","NULL","0.0","50.0","0.008","571-61-9",NA,"Chemical name unknown",NA,NA,NA,NA,NA,NA,"PAH_Alkylated",NA,"64","Any effect in 24 hours","Any abnormality or death at 24hrs (aggregation of MO24, DP24, SM24 and NC24)",NA,"Poor"
64,"None","NULL","NULL","0.0","50.0","0.044937500000000005","571-61-9",NA,"Chemical name unknown",NA,NA,NA,NA,NA,NA,"PAH_Alkylated",NA,"64","Any effect","Any abnormality or death within 5 days (combination of all measurements at 24hr and 5 days)",NA,"Poor"
64,"None","NULL","NULL","0.0","50.0","0.02145524193548387","571-61-9",NA,"Chemical name unknown",NA,NA,NA,NA,NA,NA,"PAH_Alkylated",NA,"64","Axis","The body axis is visibly curved, either concave or convex at 5 days","http://purl.obolibrary.org/obo/ZP_0005012","Poor"
64,"None","NULL","NULL","0.0","50.0","0.03408870967741936","571-61-9",NA,"Chemical name unknown",NA,NA,NA,NA,NA,NA,"PAH_Alkylated",NA,"64","Any effect except mortality","Any morphological abnormality not including mortality (ANY120 minus MO24 and MORT)",NA,"Poor"
64,"None","NULL","NULL","0.0","50.0","0.014847580645161292","571-61-9",NA,"Chemical name unknown",NA,NA,NA,NA,NA,NA,"PAH_Alkylated",NA,"64","Brain","Brain region abnormal in appearance based on color or size at 5 days","http://purl.obolibrary.org/obo/ZP_0001601 | http://purl.obolibrary.org/obo/ZP_0000100 | http://purl.obolibrary.org/obo/ZP_0008625","Poor"
64,"None","NULL","NULL","0.0","50.0","0.014847580645161292","571-61-9",NA,"Chemical name unknown",NA,NA,NA,NA,NA,NA,"PAH_Alkylated",NA,"64","Craniofacial","Periocular edema, abnormally small or missing eye(s), misshapen snout and protruding jaw form a highly correlated suite of malformations simplified to ‘craniofacial defects. at 5 days","http://purl.obolibrary.org/obo/ZP_0000943 | http://purl.obolibrary.org/obo/ZP_0014550 | http://purl.obolibrary.org/obo/ZP_0007203","Poor"
64,"None","NULL","NULL","0.0","50.0","0.01824758064516129","571-61-9",NA,"Chemical name unknown",NA,NA,NA,NA,NA,NA,"PAH_Alkylated",NA,"64","Edema","Distended clear region around the heart and/or yolk sac or top of the head with a lumpy appearance of swollen tissueat 5 days","http://purl.obolibrary.org/obo/ZP_0002060 |","Poor"
64,"None","NULL","NULL","0.0","50.0","0.015170161290322582","571-61-9",NA,"Chemical name unknown",NA,NA,NA,NA,NA,NA,"PAH_Alkylated",NA,"64","Lower Trunk","Shorter than normal body from the posterior of the yolk sac to the caudal fin, abnormal caudal fin at 5 days","http://purl.obolibrary.org/obo/ZP_0003437 | http://purl.obolibrary.org/obo/ZP_0010405","Poor"
64,"None","NULL","NULL","0.0","50.0","0.008","571-61-9",NA,"Chemical name unknown",NA,NA,NA,NA,NA,NA,"PAH_Alkylated",NA,"64","Mortality at 24 hours","Death occurred from shortly after chemical dosing to 24 hpf","http://purl.obolibrary.org/obo/UBERON_0000071","Poor"
64,"None","NULL","NULL","0.0","50.0","0.0111875","571-61-9",NA,"Chemical name unknown",NA,NA,NA,NA,NA,NA,"PAH_Alkylated",NA,"64","Total mortality","Total mortality (aggregation of MO24 + MORT)","http://purl.obolibrary.org/obo/UBERON_0000071","Poor"
65,"None","NULL","NULL","0.0","50.0","0.102","575-44-0",NA,"Chemical name unknown",NA,NA,NA,NA,NA,NA,"PAH_Hydroxy",NA,"65","Any effect in 24 hours","Any abnormality or death at 24hrs (aggregation of MO24, DP24, SM24 and NC24)",NA,"Poor"
65,"None","NULL","NULL","0.0","50.0","0.14475000000000002","575-44-0",NA,"Chemical name unknown",NA,NA,NA,NA,NA,NA,"PAH_Hydroxy",NA,"65","Any effect","Any abnormality or death within 5 days (combination of all measurements at 24hr and 5 days)",NA,"Poor"
65,"None","NULL","NULL","0.0","50.0","0.0","575-44-0",NA,"Chemical name unknown",NA,NA,NA,NA,NA,NA,"PAH_Hydroxy",NA,"65","Axis","The body axis is visibly curved, either concave or convex at 5 days","http://purl.obolibrary.org/obo/ZP_0005012","Poor"
65,"None","NULL","NULL","0.0","50.0","0.0","575-44-0",NA,"Chemical name unknown",NA,NA,NA,NA,NA,NA,"PAH_Hydroxy",NA,"65","Brain","Brain region abnormal in appearance based on color or size at 5 days","http://purl.obolibrary.org/obo/ZP_0001601 | http://purl.obolibrary.org/obo/ZP_0000100 | http://purl.obolibrary.org/obo/ZP_0008625","Poor"
65,"None","NULL","NULL","0.0","50.0","0.0","575-44-0",NA,"Chemical name unknown",NA,NA,NA,NA,NA,NA,"PAH_Hydroxy",NA,"65","Craniofacial","Periocular edema, abnormally small or missing eye(s), misshapen snout and protruding jaw form a highly correlated suite of malformations simplified to ‘craniofacial defects. at 5 days","http://purl.obolibrary.org/obo/ZP_0000943 | http://purl.obolibrary.org/obo/ZP_0014550 | http://purl.obolibrary.org/obo/ZP_0007203","Poor"
65,"None","NULL","NULL","0.0","50.0","0.0","575-44-0",NA,"Chemical name unknown",NA,NA,NA,NA,NA,NA,"PAH_Hydroxy",NA,"65","Lower Trunk","Shorter than normal body from the posterior of the yolk sac to the caudal fin, abnormal caudal fin at 5 days","http://purl.obolibrary.org/obo/ZP_0003437 | http://purl.obolibrary.org/obo/ZP_0010405","Poor"
65,"None","NULL","NULL","0.0","50.0","0.102","575-44-0",NA,"Chemical name unknown",NA,NA,NA,NA,NA,NA,"PAH_Hydroxy",NA,"65","Mortality at 24 hours","Death occurred from shortly after chemical dosing to 24 hpf","http://purl.obolibrary.org/obo/UBERON_0000071","Poor"
65,"None","NULL","NULL","0.0","50.0","0.13574999999999998","575-44-0",NA,"Chemical name unknown",NA,NA,NA,NA,NA,NA,"PAH_Hydroxy",NA,"65","Total mortality","Total mortality (aggregation of MO24 + MORT)","http://purl.obolibrary.org/obo/UBERON_0000071","Poor"
66,"None","NULL","NULL","0.0","50.0","0.046136424731182804","575-43-9",NA,"Chemical name unknown",NA,NA,NA,NA,NA,NA,"PAH_Alkylated",NA,"66","Axis","The body axis is visibly curved, either concave or convex at 5 days","http://purl.obolibrary.org/obo/ZP_0005012","Poor"
66,"None","NULL","NULL","0.0","50.0","0.01449529569892473","575-43-9",NA,"Chemical name unknown",NA,NA,NA,NA,NA,NA,"PAH_Alkylated",NA,"66","Craniofacial","Periocular edema, abnormally small or missing eye(s), misshapen snout and protruding jaw form a highly correlated suite of malformations simplified to ‘craniofacial defects. at 5 days","http://purl.obolibrary.org/obo/ZP_0000943 | http://purl.obolibrary.org/obo/ZP_0014550 | http://purl.obolibrary.org/obo/ZP_0007203","Poor"
66,"None","NULL","NULL","0.0","50.0","0.0194375","575-43-9",NA,"Chemical name unknown",NA,NA,NA,NA,NA,NA,"PAH_Alkylated",NA,"66","Lower Trunk","Shorter than normal body from the posterior of the yolk sac to the caudal fin, abnormal caudal fin at 5 days","http://purl.obolibrary.org/obo/ZP_0003437 | http://purl.obolibrary.org/obo/ZP_0010405","Poor"
69,"None","NULL","NULL","0.0","50.0","0.023250000000000003","569-41-5",NA,"Chemical name unknown",NA,NA,NA,NA,NA,NA,"PAH_Alkylated",NA,"69","Any effect in 24 hours","Any abnormality or death at 24hrs (aggregation of MO24, DP24, SM24 and NC24)",NA,"Poor"
69,"None","NULL","NULL","0.0","50.0","0.0034999999999999996","569-41-5",NA,"Chemical name unknown",NA,NA,NA,NA,NA,NA,"PAH_Alkylated",NA,"69","Mortality at 24 hours","Death occurred from shortly after chemical dosing to 24 hpf","http://purl.obolibrary.org/obo/UBERON_0000071","Poor"
69,"None","NULL","NULL","0.0","50.0","0.0130625","569-41-5",NA,"Chemical name unknown",NA,NA,NA,NA,NA,NA,"PAH_Alkylated",NA,"69","Total mortality","Total mortality (aggregation of MO24 + MORT)","http://purl.obolibrary.org/obo/UBERON_0000071","Poor"
70,"None","NULL","NULL","0.0","5.0","0.04377056451612903","42397-65-9",NA,"Chemical name unknown",NA,NA,NA,NA,NA,NA,"PAH_Nitro",NA,"70","Lower Trunk","Shorter than normal body from the posterior of the yolk sac to the caudal fin, abnormal caudal fin at 5 days","http://purl.obolibrary.org/obo/ZP_0003437 | http://purl.obolibrary.org/obo/ZP_0010405","Poor"
165,"None","NULL","NULL","0.0","64.0","0.1846890625","96-18-4","DTXSID9021390","1,2,3-Trichloropropane","CFXQEHVMCRXUSD-UHFFFAOYSA-N","ClCC(Cl)CCl","C3H5Cl3","147.41999999999999","108",NA,"Unclassified","1,2,3-Trichloropropane is a synthetic, colorless to light yellow liquid that is soluble in polar organic solvents and only slightly soluble in water. 1,2,3-Trichloropropane is used as both a chemical intermediate and cross-linking agent in the production of polymers. 1,2,3-Trichloropropane is flammable and, when heated to decomposition, emits toxic fumes of hydrogen chloride. Exposure of humans to 1,2,3-trichloropropane vapor causes irritation of the eyes and throat. It is reasonably anticipated to be a human carcinogen.","165","Any effect","Any abnormality or death within 5 days (combination of all measurements at 24hr and 5 days)",NA,"Poor"
165,"None","NULL","NULL","0.0","64.0","0.00018854679802955666","96-18-4","DTXSID9021390","1,2,3-Trichloropropane","CFXQEHVMCRXUSD-UHFFFAOYSA-N","ClCC(Cl)CCl","C3H5Cl3","147.41999999999999","108",NA,"Unclassified","1,2,3-Trichloropropane is a synthetic, colorless to light yellow liquid that is soluble in polar organic solvents and only slightly soluble in water. 1,2,3-Trichloropropane is used as both a chemical intermediate and cross-linking agent in the production of polymers. 1,2,3-Trichloropropane is flammable and, when heated to decomposition, emits toxic fumes of hydrogen chloride. Exposure of humans to 1,2,3-trichloropropane vapor causes irritation of the eyes and throat. It is reasonably anticipated to be a human carcinogen.","165","Axis","The body axis is visibly curved, either concave or convex at 5 days","http://purl.obolibrary.org/obo/ZP_0005012","Poor"
