Chemical_ID,End_Point,Model,BMD10,BMD50,Min_Dose,Max_Dose,AUC_Norm,DataQC_Flag,BMD_Analysis_Flag,BMD10_Flag,BMD50_Flag
3322,MUSC,NULL,NULL,NULL,0,7500,0,1,NULL,NULL,NULL
3322,NC__,NULL,NULL,NULL,0,7500,0,1,NULL,NULL,NULL
3322,NC24,NULL,NULL,NULL,0,7500,0,1,NULL,NULL,NULL
3322,SKIN,NULL,NULL,NULL,0,7500,0,1,NULL,NULL,NULL
3322,SM24,NULL,NULL,NULL,0,7500,0,1,NULL,NULL,NULL
3322,TCHR,NULL,NULL,NULL,0,7500,0.011494253,1,NULL,NULL,NULL
3324,MO24,NULL,NULL,NULL,0,7500,0.122395833,1,NULL,NULL,NULL
3324,SKIN,NULL,NULL,NULL,0,7500,0,1,NULL,NULL,NULL
3324,SM24,NULL,NULL,NULL,0,7500,0,1,NULL,NULL,NULL
3324,TCHR,NULL,NULL,NULL,0,7500,0.018800705,1,NULL,NULL,NULL
3325,ANY24,NULL,NULL,NULL,0,7500,0.143039021,1,NULL,NULL,NULL
3325,ANY120,NULL,NULL,NULL,0,7500,0.167642196,1,NULL,NULL,NULL
3325,ALL_BUT_MORT,NULL,NULL,NULL,0,7500,0.048241031,1,NULL,NULL,NULL
3325,BRN_,NULL,NULL,NULL,0,7500,0,1,NULL,NULL,NULL
3325,CRAN,NULL,NULL,NULL,0,7500,0,1,NULL,NULL,NULL
3325,DP24,NULL,NULL,NULL,0,7500,0.025457642,1,NULL,NULL,NULL
3325,EDEM,NULL,NULL,NULL,0,7500,0,1,NULL,NULL,NULL
3325,LTRK,NULL,NULL,NULL,0,7500,0,1,NULL,NULL,NULL
3325,MO24,NULL,NULL,NULL,0,7500,0.120122354,1,NULL,NULL,NULL
3325,MORT,NULL,NULL,NULL,0,7500,0.020023995,1,NULL,NULL,NULL
3325,MUSC,NULL,NULL,NULL,0,7500,0,1,NULL,NULL,NULL
3325,NC__,NULL,NULL,NULL,0,7500,0,1,NULL,NULL,NULL
3325,NC24,NULL,NULL,NULL,0,7500,0,1,NULL,NULL,NULL
3325,SKIN,NULL,NULL,NULL,0,7500,0,1,NULL,NULL,NULL
3325,SM24,NULL,NULL,NULL,0,7500,0,1,NULL,NULL,NULL
3325,TCHR,NULL,NULL,NULL,0,7500,0,1,NULL,NULL,NULL
3325,TOT_MORT,NULL,NULL,NULL,0,7500,0.13791336,1,NULL,NULL,NULL
3326,ANY24,NULL,NULL,NULL,0,7500,0.047395833,1,NULL,NULL,NULL
3326,ANY120,NULL,NULL,NULL,0,7500,0.070833333,1,NULL,NULL,NULL
3326,AXIS,NULL,NULL,NULL,0,7500,0.014149865,1,NULL,NULL,NULL
3326,ALL_BUT_MORT,NULL,NULL,NULL,0,7500,0.013771667,1,NULL,NULL,NULL
3326,BRN_,NULL,NULL,NULL,0,7500,0.011417625,1,NULL,NULL,NULL
3326,CRAN,NULL,NULL,NULL,0,7500,0.011417625,1,NULL,NULL,NULL
3326,DP24,NULL,NULL,NULL,0,7500,0,1,NULL,NULL,NULL
3326,EDEM,NULL,NULL,NULL,0,7500,0.011417625,1,NULL,NULL,NULL
3326,LTRK,NULL,NULL,NULL,0,7500,0.014149865,1,NULL,NULL,NULL
3326,MO24,NULL,NULL,NULL,0,7500,0.047395833,1,NULL,NULL,NULL
3326,MORT,NULL,NULL,NULL,0,7500,0.011039427,1,NULL,NULL,NULL
3326,MUSC,NULL,NULL,NULL,0,7500,0,1,NULL,NULL,NULL
3326,NC__,NULL,NULL,NULL,0,7500,0,1,NULL,NULL,NULL
3326,NC24,NULL,NULL,NULL,0,7500,0,1,NULL,NULL,NULL
3326,SKIN,NULL,NULL,NULL,0,7500,0,1,NULL,NULL,NULL
3326,SM24,NULL,NULL,NULL,0,7500,0,1,NULL,NULL,NULL
3326,TCHR,NULL,NULL,NULL,0,7500,0.002222222,1,NULL,NULL,NULL
3326,TOT_MORT,NULL,NULL,NULL,0,7500,0.0578125,1,NULL,NULL,NULL
3328,ANY24,NULL,NULL,NULL,0,7500,0.075,1,NULL,NULL,NULL
3328,ANY120,NULL,NULL,NULL,0,7500,0.10625,1,NULL,NULL,NULL
3328,MO24,NULL,NULL,NULL,0,7500,0.056770833,1,NULL,NULL,NULL
3328,MUSC,NULL,NULL,NULL,0,7500,0,1,NULL,NULL,NULL
3328,NC__,NULL,NULL,NULL,0,7500,0,1,NULL,NULL,NULL
3328,SKIN,NULL,NULL,NULL,0,7500,0,1,NULL,NULL,NULL
3328,SM24,NULL,NULL,NULL,0,7500,0,1,NULL,NULL,NULL
3328,TOT_MORT,NULL,NULL,NULL,0,7500,0.077604167,1,NULL,NULL,NULL
3329,ANY120,NULL,NULL,NULL,0,7500,0.047395833,1,NULL,NULL,NULL
3329,AXIS,NULL,NULL,NULL,0,7500,0.007777778,1,NULL,NULL,NULL
3329,ALL_BUT_MORT,NULL,NULL,NULL,0,7500,0.012641166,1,NULL,NULL,NULL
3329,EDEM,NULL,NULL,NULL,0,7500,0.007777778,1,NULL,NULL,NULL
3329,MO24,NULL,NULL,NULL,0,7500,0.0328125,1,NULL,NULL,NULL
3329,MUSC,NULL,NULL,NULL,0,7500,0,1,NULL,NULL,NULL
3329,NC__,NULL,NULL,NULL,0,7500,0,1,NULL,NULL,NULL
3329,NC24,NULL,NULL,NULL,0,7500,0,1,NULL,NULL,NULL
3329,SKIN,NULL,NULL,NULL,0,7500,0,1,NULL,NULL,NULL
3329,SM24,NULL,NULL,NULL,0,7500,0,1,NULL,NULL,NULL
3330,MORT,NULL,NULL,NULL,0,7500,0.013541667,1,NULL,NULL,NULL
3330,NC__,NULL,NULL,NULL,0,7500,0,1,NULL,NULL,NULL
3330,NC24,NULL,NULL,NULL,0,7500,0,1,NULL,NULL,NULL
3330,SKIN,NULL,NULL,NULL,0,7500,0,1,NULL,NULL,NULL
3330,SM24,NULL,NULL,NULL,0,7500,0,1,NULL,NULL,NULL
3331,ANY24,NULL,NULL,NULL,0,7500,0.024479167,1,NULL,NULL,NULL
3331,ANY120,NULL,NULL,NULL,0,7500,0.027083333,1,NULL,NULL,NULL
3331,AXIS,NULL,NULL,NULL,0,7500,0,1,NULL,NULL,NULL
3331,ALL_BUT_MORT,NULL,NULL,NULL,0,7500,0.007675195,1,NULL,NULL,NULL
3331,BRN_,NULL,NULL,NULL,0,7500,0,1,NULL,NULL,NULL
3331,CRAN,NULL,NULL,NULL,0,7500,0,1,NULL,NULL,NULL
3331,DP24,NULL,NULL,NULL,0,7500,0.004987023,1,NULL,NULL,NULL
3331,LTRK,NULL,NULL,NULL,0,7500,0,1,NULL,NULL,NULL
3331,MO24,NULL,NULL,NULL,0,7500,0.019791667,1,NULL,NULL,NULL
3331,MORT,NULL,NULL,NULL,0,7500,0.004987023,1,NULL,NULL,NULL
3331,MUSC,NULL,NULL,NULL,0,7500,0,1,NULL,NULL,NULL
3331,NC__,NULL,NULL,NULL,0,7500,0,1,NULL,NULL,NULL
3331,NC24,NULL,NULL,NULL,0,7500,0,1,NULL,NULL,NULL
3331,SKIN,NULL,NULL,NULL,0,7500,0,1,NULL,NULL,NULL
3331,SM24,NULL,NULL,NULL,0,7500,0,1,NULL,NULL,NULL
3331,TCHR,NULL,NULL,NULL,0,7500,0,1,NULL,NULL,NULL
3331,TOT_MORT,NULL,NULL,NULL,0,7500,0.024479167,1,NULL,NULL,NULL
3332,ANY24,NULL,NULL,NULL,0,7500,0.025,1,NULL,NULL,NULL
3332,ANY120,NULL,NULL,NULL,0,7500,0.045833333,1,NULL,NULL,NULL
3332,AXIS,NULL,NULL,NULL,0,7500,0.002222222,1,NULL,NULL,NULL
3332,BRN_,NULL,NULL,NULL,0,7500,0,1,NULL,NULL,NULL
3332,DP24,NULL,NULL,NULL,0,7500,0,1,NULL,NULL,NULL
3332,LTRK,NULL,NULL,NULL,0,7500,0.007686703,1,NULL,NULL,NULL
3332,MO24,NULL,NULL,NULL,0,7500,0.025,1,NULL,NULL,NULL
3332,MUSC,NULL,NULL,NULL,0,7500,0,1,NULL,NULL,NULL
3332,NC__,NULL,NULL,NULL,0,7500,0,1,NULL,NULL,NULL
3332,NC24,NULL,NULL,NULL,0,7500,0,1,NULL,NULL,NULL
3332,SKIN,NULL,NULL,NULL,0,7500,0,1,NULL,NULL,NULL
3332,SM24,NULL,NULL,NULL,0,7500,0,1,NULL,NULL,NULL
3332,TCHR,NULL,NULL,NULL,0,7500,0,1,NULL,NULL,NULL
3332,TOT_MORT,NULL,NULL,NULL,0,7500,0.0359375,1,NULL,NULL,NULL
3334,ANY24,NULL,NULL,NULL,0,7500,0.043229167,1,NULL,NULL,NULL
3334,ANY120,NULL,NULL,NULL,0,7500,0.0796875,1,NULL,NULL,NULL
3334,AXIS,NULL,NULL,NULL,0,7500,0.019713262,1,NULL,NULL,NULL
3334,ALL_BUT_MORT,NULL,NULL,NULL,0,7500,0.031003584,1,NULL,NULL,NULL
3334,BRN_,NULL,NULL,NULL,0,7500,0.017204301,1,NULL,NULL,NULL
3334,CRAN,NULL,NULL,NULL,0,7500,0.008602151,1,NULL,NULL,NULL
3334,EDEM,NULL,NULL,NULL,0,7500,0.017204301,1,NULL,NULL,NULL
3334,LTRK,NULL,NULL,NULL,0,7500,0.019713262,1,NULL,NULL,NULL
3334,MO24,NULL,NULL,NULL,0,7500,0.040625,1,NULL,NULL,NULL
3334,MORT,NULL,NULL,NULL,0,7500,0.012662217,1,NULL,NULL,NULL
3334,MUSC,NULL,NULL,NULL,0,7500,0,1,NULL,NULL,NULL
3334,NC__,NULL,NULL,NULL,0,7500,0,1,NULL,NULL,NULL
3334,NC24,NULL,NULL,NULL,0,7500,0,1,NULL,NULL,NULL
3334,SKIN,NULL,NULL,NULL,0,7500,0,1,NULL,NULL,NULL
3334,SM24,NULL,NULL,NULL,0,7500,0,1,NULL,NULL,NULL
3334,TCHR,NULL,NULL,NULL,0,7500,0.008602151,1,NULL,NULL,NULL
3334,TOT_MORT,NULL,NULL,NULL,0,7500,0.052604167,1,NULL,NULL,NULL
101,ANY24,logistic,0.011,0.021,0,0.01,0.06796875,3,0,1,1
102,ANY24,probit,0.002,0.005,0,0.01,0.4825,3,0,0,0
102,DP24,probit,0.002,0.006,0,0.01,0.42409834,3,0,0,0
102,LTRK,probit,0.001,0.002,0,0.001,0.155936116,3,0,0,1
102,MORT,log_logistic,0.001,0.001,0,0.01,0.879193548,3,0,0,0
102,TOT_MORT,logistic,0,0.001,0,0.01,0.883125,3,0,-1,0
103,ANY120,log_logistic,0.002,0.002,0,0.01,0.7384375,3,0,0,0
103,AXIS,gamma,0.005,0.008,0,0.01,0.25,3,0,0,0
103,BRN_,logistic,0.002,0.003,0,0.01,0.655416667,3,0,0,0
103,CRAN,logistic,0.002,0.003,0,0.01,0.66875,3,0,0,0
103,DP24,logistic,0.01,0.014,0,0.01,0.03671875,3,0,0,1
103,EDEM,logistic,0.002,0.003,0,0.01,0.682083333,3,0,0,0
103,LTRK,log_logistic,0.002,0.005,0,0.01,0.396666667,3,2,0,0
103,TCHR,gamma,0.005,0.012,0,0.01,0.1125,3,0,0,1
792,MORT,gamma,0.15,3.862,0,10,0.514233151,3,0,0,0
792,TOT_MORT,quantal_linear,0.688,4.524,0,10,0.5471875,3,2,0,0
793,ANY120,log_logistic,0.966,1.302,0,10,0.88078125,3,2,0,0
793,MORT,logistic,0.833,2.088,0,10,0.608963374,3,0,0,0
793,NC__,logistic,0.898,1.232,0,2,0.303819444,3,0,0,0
793,TOT_MORT,logistic,0.7,1.759,0,10,0.65171875,3,0,0,0
794,ANY120,log_logistic,0.406,0.586,0,10,0.95015625,3,0,0,0
794,LTRK,quantal_linear,1.039,6.836,0,2,0.111413043,3,0,0,1
794,MORT,log_logistic,0.57,1.804,0,10,0.74878125,3,0,0,0
794,TOT_MORT,log_logistic,0.523,1.788,0,10,0.75328125,3,0,0,0
795,ANY120,logistic,0.553,1.33,0,10,0.72609375,3,0,0,0
795,MORT,logistic,0.723,1.497,0,10,0.68781082,3,0,0,0
795,TOT_MORT,logistic,0.666,1.399,0,10,0.7171875,3,0,0,0
796,ANY120,log_logistic,0.81,0.938,0,10,0.91203125,3,0,0,0
796,AXIS,log_logistic,0.642,0.993,0,2,0.457144181,3,0,0,0
796,MORT,log_logistic,1.213,2.751,0,10,0.529697917,3,0,0,0
796,NC__,logistic,0.893,0.948,0,2,0.521551724,3,0,0,0
796,TOT_MORT,log_probit,1.234,2.87,0,10,0.551875,3,0,0,0
1037,ANY120,log_logistic,0.003,0.005,0,0.01,0.53328125,3,0,0,0
1037,AXIS,quantal_linear,0.008,0.05,0,0.01,0.06374328,3,0,0,1
1037,ALL_BUT_MORT,log_probit,0.003,0.005,0,0.01,0.493715801,3,0,0,0
1037,CRAN,logistic,0.005,0.007,0,0.01,0.246778994,3,0,0,0
1037,DP24,quantal_linear,0.003,0.02,0,0.01,0.183537103,3,0,0,1
1037,EDEM,log_logistic,0.005,0.007,0,0.01,0.304237327,3,0,0,0
1037,LTRK,log_probit,0.003,0.008,0,0.01,0.25843894,3,0,0,0
1037,MUSC,logistic,0.009,0.015,0,0.01,0.057195661,3,0,0,1
1038,BRN_,quantal_linear,0.009,0.062,0,0.01,0.055670363,3,0,0,1
1515,ANY24,quantal_linear,0,0.003,0,0.01,0.6128125,3,0,-1,0
1515,ANY120,log_logistic,0,0,0,0.01,0.9578125,3,0,-1,-1
1515,ALL_BUT_MORT,logistic,0.001,0.003,0,0.01,0.567459319,3,0,0,0
1515,DP24,quantal_linear,0.001,0.004,0,0.01,0.552383888,3,0,0,0
1515,MO24,quantal_linear,0.002,0.013,0,0.01,0.2184375,3,0,0,1
1516,DP24,logistic,0.007,0.01,0,0.01,0.113222446,3,0,0,0
1516,MORT,gamma,0.002,0.003,0,0.01,0.642641129,3,0,0,0
1516,TOT_MORT,gamma,0.002,0.003,0,0.01,0.6475,3,2,0,0
1517,ANY120,log_logistic,0.002,0.003,0,0.01,0.70640625,3,0,0,0
1517,BRN_,logistic,0.002,0.003,0,0.01,0.619,3,0,0,0
1517,EDEM,logistic,0.002,0.003,0,0.01,0.619,3,0,0,0
1517,LTRK,log_logistic,0.002,0.005,0,0.01,0.42196875,3,0,0,0
1517,MUSC,logistic,0.006,0.009,0,0.01,0.1486875,3,0,0,0
1519,ANY24,gamma,0.001,0.002,0,0.01,0.8103125,3,0,0,0
1519,ANY120,log_logistic,0,0,0,0.01,0.9765625,3,0,-1,-1
1519,ALL_BUT_MORT,gamma,0,0,0,0.01,0.819583333,3,2,-1,-1
1519,DP24,gamma,0.001,0.002,0,0.01,0.788333333,3,0,0,0
1520,ANY24,probit,0.002,0.005,0,0.01,0.4359375,3,0,0,0
1520,DP24,gamma,0.003,0.005,0,0.01,0.412212572,3,0,0,0
1520,MORT,logistic,0.001,0.002,0,0.01,0.782365591,3,0,0,0
1520,TOT_MORT,gamma,0.001,0.002,0,0.01,0.7890625,3,0,0,0
1521,ANY24,logistic,0.004,0.007,0,0.01,0.26546875,3,0,0,0
1521,ANY120,gamma,0.001,0.002,0,0.01,0.77953125,3,0,0,0
1521,AXIS,logistic,0.003,0.005,0,0.005,0.14,3,0,0,0
1521,BRN_,logistic,0.002,0.003,0,0.005,0.306666667,3,0,0,0
1521,CRAN,logistic,0.002,0.003,0,0.005,0.356666667,3,0,0,0
1521,DP24,logistic,0.006,0.009,0,0.01,0.154390681,3,0,0,0
1521,EDEM,logistic,0.002,0.002,0,0.005,0.516666667,3,0,0,0
1521,MO24,quantal_linear,0.003,0.021,0,0.01,0.15453125,3,0,0,1
1521,TOT_MORT,log_logistic,0.005,0.005,0,0.01,0.3553125,3,0,0,0
3322,TOT_MORT,weibull,2553.957,491067092.4,0,7500,0.092708333,3,0,0,1
3324,ANY120,log_logistic,4178.266,5474.537,0,7500,0.351041667,3,0,0,0
3324,ALL_BUT_MORT,log_logistic,4350.358,5799.123,0,7500,0.250921959,3,0,0,0
3324,CRAN,log_logistic,4615.405,5994.904,0,7500,0.2164903,3,0,0,0
3324,DP24,quantal_linear,9611.674,63233.409,0,7500,0.04646427,3,0,1,1
3324,EDEM,log_logistic,4444.918,5889.845,0,7500,0.229823633,3,0,0,0
3324,MORT,quantal_linear,9581.313,63033.67,0,7500,0.036468616,3,0,1,1
3328,MORT,logistic,8123.498,10837.222,0,7500,0.021716102,3,0,1,1
101,LTRK,logistic,0.021,0.032,0,0.01,0.010233593,4,0,1,1
101,MO24,probit,0.011,0.027,0,0.01,0.05703125,4,0,1,1
101,TOT_MORT,logistic,0.015,0.031,0,0.01,0.065,4,0,1,1
102,ANY120,log_logistic,0,0,0,0.01,0.95171875,4,0,-1,-1
102,AXIS,logistic,0.001,0.001,0,0.001,0.370588235,4,0,0,0
102,ALL_BUT_MORT,gamma,0,0.003,0,0.01,0.487001566,4,2,-1,0
102,BRN_,logistic,0.001,0.001,0,0.001,0.45,4,0,0,0
102,CRAN,logistic,0.001,0.001,0,0.001,0.45,4,0,0,0
102,EDEM,logistic,0,0,0,0.001,0.451666667,4,0,-1,-1
102,MO24,quantal_linear,0.006,0.039,0,0.01,0.124375,4,0,0,1
102,MUSC,logistic,0.001,0.001,0,0.001,0.158823529,4,0,0,0
102,TCHR,logistic,0.001,0.001,0,0.001,0.079411765,4,0,0,0
103,ANY24,logistic,0.009,0.016,0,0.01,0.06359375,4,0,0,1
103,ALL_BUT_MORT,log_logistic,0,0.004,0,0.01,0.550364583,4,2,-1,0
103,MORT,log_probit,0.006,0.008,0,0.01,0.209895833,4,0,0,0
103,MUSC,gamma,0.003,0.007,0,0.01,0.2725,4,2,0,0
103,TOT_MORT,log_logistic,0.006,0.009,0,0.01,0.226875,4,0,0,0
792,ANY120,log_logistic,0.048,0.901,0,10,0.78921875,4,2,-1,0
792,AXIS,log_logistic,0.152,7.764,0,10,0.415117521,4,2,0,0
792,ALL_BUT_MORT,weibull,0,561671.44,0,10,0.376950605,4,2,-1,1
792,NC__,log_logistic,0.18,4.443,0,10,0.447836538,4,2,0,0
792,NC24,log_logistic,0.405,2177.579,0,10,0.2390625,4,2,0,1
793,ANY24,weibull,0.001,480586573.1,0,10,0.225,4,2,-1,1
793,AXIS,logistic,0.928,1.426,0,2,0.244742063,4,0,0,0
793,ALL_BUT_MORT,weibull,0,752114.628,0,10,0.373293011,4,2,-1,1
793,DP24,log_probit,0.835,349032538.8,0,10,0.126900202,4,2,0,1
793,EDEM,weibull,inf,inf,0,2,0.048214286,4,0,1,1
793,LTRK,logistic,1.697,2.467,0,2,0.05625,4,0,0,1
793,MO24,log_logistic,127.006,1933591.48,0,10,0.07171875,4,2,1,1
793,NC24,logistic,206547.483,355537.007,0,10,0.05,4,2,1,1
794,AXIS,log_logistic,0.521,0.806,0,2,0.538315217,4,2,0,0
794,ALL_BUT_MORT,weibull,0,198931.835,0,10,0.444930444,4,2,-1,1
794,NC__,logistic,0.574,0.703,0,2,0.618478261,4,0,0,0
794,NC24,log_logistic,0.004,319.513,0,10,0.311897177,4,2,-1,1
795,ANY24,weibull,28.048,16737717685,0,10,0.119375,4,2,1,1
795,DP24,log_logistic,515.073,261658607.8,0,10,0.05609375,4,2,1,1
796,ANY24,quantal_linear,251.48,1654.441,0,10,0.17515625,4,2,1,1
796,ALL_BUT_MORT,log_probit,0.005,31.059,0,10,0.452293683,4,2,-1,1
796,DP24,log_logistic,10.679,1336.349,0,10,0.0746875,4,0,1,1
796,LTRK,logistic,1.152,1.521,0,2,0.228243021,4,0,0,0
796,NC24,log_logistic,30.77,89616.51,0,10,0.09234375,4,2,1,1
1036,ANY24,quantal_linear,0.009,0.058,0,0.01,0.1590625,4,0,0,1
1036,ANY120,quantal_linear,0.016,0.104,0,0.01,0.1684375,4,0,1,1
1036,AXIS,quantal_linear,0.011,0.075,0,0.01,0.058333333,4,0,1,1
1036,ALL_BUT_MORT,quantal_linear,0.016,0.107,0,0.01,0.120115754,4,0,1,1
1036,BRN_,quantal_linear,0.02,0.13,0,0.01,0.061458333,4,2,1,1
1036,CRAN,quantal_linear,0.02,0.13,0,0.01,0.061458333,4,2,1,1
1036,DP24,quantal_linear,0.009,0.06,0,0.01,0.110324087,4,0,0,1
1036,EDEM,weibull,3019.28,4.15E+25,0,0.01,0.072492816,4,0,1,1
1036,LTRK,quantal_linear,0.008,0.053,0,0.01,0.069367816,4,0,0,1
1036,MO24,quantal_linear,1.671,10.996,0,0.01,0.05515625,4,0,1,1
1036,MORT,quantal_linear,0.03,0.195,0,0.01,0.014731183,4,0,1,1
1036,MUSC,quantal_linear,0.058,0.383,0,0.01,0.0125,4,0,1,1
1036,NC__,quantal_linear,0.058,0.383,0,0.01,0.0125,4,0,1,1
1036,TCHR,quantal_linear,0.028,0.185,0,0.01,0.048958333,4,2,1,1
1036,TOT_MORT,probit,0.026,0.075,0,0.01,0.06921875,4,0,1,1
1037,ANY24,quantal_linear,0.003,0.019,0,0.01,0.24875,4,0,0,1
1037,BRN_,log_probit,0.005,0.007,0,0.01,0.263778994,4,0,0,0
1037,MORT,quantal_linear,0.021,0.139,0,0.01,0.052606582,4,0,1,1
1037,TCHR,logistic,0.01,0.011,0,0.01,0.008333333,4,0,0,1
1038,ANY24,log_probit,0.008,0.01,0,0.01,0.20203125,4,0,0,0
1038,ANY120,log_probit,0.008,0.01,0,0.01,0.21765625,4,0,0,0
1038,AXIS,logistic,0.011,0.017,0,0.01,0.035589544,4,0,1,1
1038,ALL_BUT_MORT,logistic,0.005,0.01,0,0.01,0.145837702,4,0,0,0
1038,CRAN,quantal_linear,0.008,0.052,0,0.01,0.054541157,4,0,0,1
1038,DP24,logistic,0.006,0.013,0,0.01,0.120837702,4,0,0,1
1038,EDEM,logistic,0.007,0.011,0,0.01,0.092041157,4,0,0,1
1038,LTRK,logistic,0.01,0.015,0,0.01,0.031451613,4,0,0,1
1038,MO24,log_probit,0.009,0.01,0,0.01,0.110625,4,0,0,0
1038,TCHR,logistic,0.01,0.011,0,0.01,0.0125,4,0,0,1
1514,ANY24,quantal_linear,0.072,0.471,0,0.01,0.06234375,4,0,1,1
1514,DP24,logistic,0.029,0.048,0,0.01,0.016129032,4,0,1,1
1514,MO24,logistic,129928.578,263109.284,0,0.01,0.04671875,4,0,1,1
1515,MORT,log_logistic,0.001,0.001,0,0.01,0.942585859,4,0,0,0
1515,TOT_MORT,log_logistic,0.001,0.001,0,0.01,0.943125,4,0,0,0
1516,ANY24,log_logistic,0.007,0.011,0,0.01,0.1459375,4,2,0,1
1516,ANY120,log_logistic,0.001,0.001,0,0.01,0.836875,4,0,0,0
1516,AXIS,logistic,0.002,0.003,0,0.0025,0.071428571,4,0,0,1
1516,ALL_BUT_MORT,log_logistic,0,0.014,0,0.01,0.306831317,4,2,-1,1
1516,BRN_,logistic,0.001,0.001,0,0.0025,0.33,4,0,0,0
1516,CRAN,logistic,0.001,0.001,0,0.0025,0.315,4,0,0,0
1516,EDEM,logistic,0.001,0.001,0,0.0025,0.33,4,0,0,0
1516,LTRK,logistic,0.002,0.002,0,0.0025,0.128571429,4,0,0,0
1516,MO24,log_logistic,0.01,0.011,0,0.01,0.0459375,4,2,0,1
1516,MUSC,logistic,0.002,0.003,0,0.0025,0.085714286,4,0,0,1
1517,ANY24,log_probit,0.009,0.011,0,0.01,0.140625,4,2,0,1
1517,AXIS,logistic,0.007,0.009,0,0.01,0.12734375,4,0,0,0
1517,ALL_BUT_MORT,log_logistic,0.001,0.003,0,0.01,0.615820043,4,2,0,0
1517,CRAN,log_logistic,0.003,0.004,0,0.01,0.61196875,4,0,0,0
1517,DP24,logistic,0.006,0.011,0,0.01,0.113023707,4,2,0,1
1517,MORT,log_logistic,0.009,0.01,0,0.01,0.113793103,4,0,0,0
1517,TCHR,logistic,0.013,0.021,0,0.01,0.0275,4,0,1,1
1517,TOT_MORT,log_probit,0.009,0.01,0,0.01,0.13875,4,2,0,0
1518,TCHR,logistic,0.01,0.011,0,0.01,0.008064516,4,0,0,1
1519,MO24,logistic,0.003,0.007,0,0.01,0.2653125,4,0,0,0
1519,MORT,log_logistic,0,0,0,0.01,0.945,4,0,-1,-1
1519,TOT_MORT,log_logistic,0,0,0,0.01,0.9453125,4,0,-1,-1
1520,ANY120,log_logistic,0,0,0,0.01,0.946875,4,0,-1,-1
1520,AXIS,logistic,0.001,0.001,0,0.001,0.135,4,0,0,0
1520,ALL_BUT_MORT,log_probit,0,0.001,0,0.01,0.569904105,4,2,-1,0
1520,BRN_,logistic,0.001,0.001,0,0.001,0.3,4,0,0,0
1520,CRAN,logistic,0.001,0.001,0,0.001,0.45,4,0,0,0
1520,EDEM,logistic,0,0,0,0.001,0.465625,4,0,-1,-1
1520,LTRK,logistic,0.001,0.001,0,0.001,0.09,4,0,0,0
1520,MO24,logistic,0.008,0.014,0,0.01,0.075,4,0,0,1
1520,MUSC,logistic,0.001,0.001,0,0.001,0.03,4,0,0,0
1520,TCHR,logistic,0.001,0.001,0,0.001,0.045,4,0,0,0
1521,ALL_BUT_MORT,log_logistic,0,0.003,0,0.01,0.613835125,4,2,-1,0
1521,LTRK,logistic,0.004,0.005,0,0.005,0.113333333,4,0,0,0
1521,MORT,log_logistic,0.005,0.006,0,0.01,0.283417899,4,0,0,0
2677,MORT,log_logistic,28.533,7.57072E+11,0,100000,0.435458323,4,2,0,1
2677,TCHR,logistic,327009.844,484517.246,0,100000,0.016666336,4,0,1,1
2677,TOT_MORT,log_logistic,13.709,1.36043E+12,0,100000,0.437474252,4,2,0,1
2678,ALL_BUT_MORT,log_logistic,0,8.03E+53,0,100000,0.350077964,4,2,-1,1
2678,LTRK,log_logistic,0,1.24E+53,0,100000,0.400078081,4,2,-1,1
2678,MORT,log_logistic,85545035.05,3.30E+36,0,100000,0.166684483,4,2,1,1
2678,SKIN,log_logistic,125923068.7,1.07E+22,0,100000,0.125026484,4,2,1,1
2678,TOT_MORT,log_logistic,3192613.993,2.64E+56,0,100000,0.187525066,4,2,1,1
2679,ANY120,log_logistic,0,5.46568E+12,0,100000,0.500133575,4,2,-1,1
2679,AXIS,log_logistic,151.273,1.82148E+13,0,100000,0.403187035,4,2,0,1
2679,ALL_BUT_MORT,weibull,0,1.70E+21,0,100000,0.484510126,4,2,-1,1
2679,BRN_,log_logistic,88.39,3.34865E+12,0,100000,0.419314761,4,2,0,1
2679,CRAN,log_logistic,11.365,2.86047E+11,0,100000,0.467713742,4,2,0,1
2679,EDEM,log_logistic,2.602,1.0054E+11,0,100000,0.499976632,4,2,0,1
2679,LTRK,log_logistic,0.001,20116676665,0,100000,0.500115059,4,2,0,1
2679,MORT,log_logistic,4.18E+46,1.75E+94,0,100000,0.0156328,4,0,1,1
2679,SKIN,log_logistic,6.641,6.70021E+15,0,100000,0.177556762,4,2,0,1
2679,TCHR,log_logistic,115967097.3,1.24E+19,0,100000,0.129027097,4,2,1,1
2679,TOT_MORT,log_logistic,7.13E+68,1.22E+154,0,100000,0.015632812,4,0,1,1
2680,BRN_,log_logistic,92696672813,1.63E+33,0,100000,0.150003551,4,2,1,1
2680,CRAN,log_logistic,228674.914,1.35E+22,0,100000,0.274998793,4,2,1,1
2680,EDEM,log_logistic,2155958.634,3.49E+26,0,100000,0.274991051,4,2,1,1
2680,LTRK,log_logistic,5456273.062,2.04E+30,0,100000,0.225011538,4,2,1,1
2680,MORT,log_logistic,1967567.017,4.25E+24,0,100000,0.187489482,4,2,1,1
2680,NC24,logistic,334557.634,492318.879,0,100000,0.015623498,4,0,1,1
2680,SKIN,log_logistic,2.50753E+15,1.99E+26,0,100000,0.049995,4,2,1,1
2680,TCHR,log_logistic,2.50753E+15,1.99E+26,0,100000,0.049995,4,2,1,1
